repo	sha	date	category	inserted	deleted	subject
psmobile	51afe97b96e5	2026-07-27	unrequested feature	0	137	ci: remove PR label enforcement
psmobile	ef6dd2ddb696	2026-07-27	other: product/behavior	1074	703	feat(streak): remove enrollment machinery
psmobile	8e89e2323b5b	2026-07-27	proof ceremony	395	0	fix(lessons): #3232 signed-out completion no longer awaits auth-gated streak
psmobile	e03d37f03cb3	2026-07-28	proof ceremony	7	36	Revert "fix(playvsai): require collection proof for zero wager"
psmobile	37669d3a107e	2026-07-28	fallback/compat path	2	9	fix: stop mirroring baseline series roster (#3277)
psmobile	bce29d10d373	2026-07-28	proof ceremony	0	3	fix(ci): remove deleted manifest probe
psmobile	872ffe9bd94b	2026-07-28	fallback/compat path	151	0	fix(monetization): drop duplicate deep-link deliveries that killed mid-checkout paywalls
psmobile	171152cc205d	2026-07-29	diagnostics residue	768	3900	analytics: kill 9 verdict/doctrine/diagnostic boards, no-clickable-headers nav contract
psmobile	be621acbec9f	2026-07-29	proof ceremony	218	1192	refactor(playtimeline): delete replay byte verification
psmobile	0619f982536b	2026-07-29	proof ceremony	810	1031	onboarding: cut short-funnel screens (C1-C5), 11 routes -> 7
psmobile	bdfb81fc57e3	2026-07-29	retry/repair machinery	383	640	analytics: kill voc/overview, slim monetization-economy-health to money/economy
psmobile	33d80e679abb	2026-07-29	fallback/compat path	0	82	chore(backend): remove duplicate lesson seed entrypoint
psmobile	28d5278b87a8	2026-07-29	test sprawl	0	55	test(playvsai): remove stale cache rebuild expectation
psmobile	550d03ed72da	2026-07-29	other: dead/stale/unused code	11	37	fix(playvsai): remove stale restore surface
psmobile	6aae45d985db	2026-07-29	other: dead/stale/unused code	16	19	onboarding: drop ATT trigger orphaned by Celebrate deletion
psmobile	e4531c8e4074	2026-07-29	abstraction/wrapper/controller	0	2	ads-mcp: remove dead fastcards_py COPY that broke every deploy since 2026-06-26
psmobile	9dacb1dcec59	2026-07-29	proof ceremony	40	11	analytics: subject-name the moved leaf pages, retire the Today 404 label
psmobile	9710ab642667	2026-07-30	other: docs/plans	269	1457	streak-freeze: S1 client cuts — delete blocking modal states and host machinery (plan buckets A+B+C)
psmobile	6608d0042025	2026-07-30	other: docs/plans	285	1009	streak-freeze: S2 backend cuts — retire uncalled QA fault lane and subsumed tests (plan bucket D, reduced)
psmobile	154850146162	2026-07-30	other: revert	120	152	Revert "fix(data): wrap performance union for offline catalog"
psmobile	af014101da11	2026-07-30	proof ceremony	36	14	review-prompt-auth-clear: gate repairs — early binder mount, drop dead fireImmediately
psmobile	0d32f0a60967	2026-07-30	retry/repair machinery	2	2	conductor log: cruft R2 staleness fix, ledger current through repair round 1
psmobile	f84e30b598a3	2026-07-30	test sprawl	1459	380	P1(streak): unified planner + three-field receipts + streak-only user_stats upsert + G1-G4 contract tests
psmobile	d0305487e161	2026-07-31	proof ceremony	127	20	fix(streak): detach receipt side effects and drop stale routes
psmobile	1b377347a988	2026-07-31	test sprawl	205	10	fix(qa): fixture seeding accepts the dev auto-seed catalog; idle fault wrapper no longer changes repository type
psmobile	893459c96f1f	2026-08-01	proof ceremony	1745	3994	feat(flutter): C2 client cutover — route every consumer to the view, DELETE the calculators
psmobile	81fc37c4bacd	2026-08-01	extra state	1242	459	fix(flutter): streak review-panel blockers — mutation-causal cache, purchase offset, honest exports, delete stranded machinery
psmobile	afdcc2ff3621	2026-08-01	other: product/behavior	2644	121	PvAI: derive thinking indicator from turn ownership; delete the per-beat channel (fixes #3250) (#3369)
psmobile	5ec819b01421	2026-08-02	other: product/behavior	402	14	P5 followup: armed-outcome device wiring (S5 send-back 2) — QA Go no longer forges paygate session; restore() consumes arms via shared choke point
psmobile	be606b862d6a	2026-08-03	abstraction/wrapper/controller	6	3	ci(pr-agent): drop reviewer reasoning to medium for this PR only
psmobile	e7cde7010f23	2026-08-03	retry/repair machinery	70	32	meta-capi: cynical-review repairs — narrow wrong-shape warn, delete dead resolver, purge canary wording
psmobile	5e7667648c80	2026-08-04	retry/repair machinery	4	9	cruft-review repair: delete dead reason-column plumbing orphaned by the literal-only CASE
psmobile	02f02aa27e09	2026-08-04	other: docs/plans	438	0	docs(streak): simplification mini arch plan (adversarially reviewed) + execution worklog
psmobile	4857bfc54e5f	2026-08-04	test sprawl	1	0	Revert "test: prove Analytics PR Gate rejects publication vocabulary drift"
psmobile	cde544b18a6b	2026-08-04	proof ceremony	1	3	pr-gate: drop audit:sheet-map (needs post-build exports; enforced in deploy chain)
psmobile	ff276ec74243	2026-08-04	proof ceremony	77	4	fix(currency): terminal-error outbox rows no longer block balance hydration forever
psmobile	5dab3862dc70	2026-08-04	proof ceremony	4422	1284	Streak simplification: remove the read-write races, delete the machinery that caused them, lean serving behind a capability (#3420)
psmobile	1b0489fd18af	2026-08-05	proof ceremony	244	387	analytics: read-only PR-gate credential, fail-open JS boundaries, retired type-workaround cleanup (#3443)
psmobile	c8a8343b9f5e	2026-08-05	test sprawl	0	71	test: remove obsolete onboarding celebrate coverage
psmobile	d9ab44204460	2026-08-05	test sprawl	6	0	Revert "test(puzzles): re-enable paygate integration coverage"
psmobile	1600b5655a0f	2026-08-05	other: dead/stale/unused code	138	10	fix(profile): dead-letter rows no longer overlay server truth or pin markClean
psmobile	f649db054b90	2026-08-06	test sprawl	6	9	test(payments): remove wall-clock dedupe sleep
psmobile	7fcebe4318a7	2026-08-06	proof ceremony	30	7	fix(data): retire Android CSAT freshness check (#3473)
psmobile	1095d8c3c7a3	2026-08-07	retry/repair machinery	359	56	fix(telemetry): stop retrying Meta rows without identity (#3491)
psmobile	3fffa07757d5	2026-08-08	test sprawl	54	393	Cynical cruft review repairs: delete C7 (pinned the dead users-lock convention, passed by accident) + its orphan helper + the cache-drift purchase test; finish streak_freeze_checks docs for the deleted PostgreSQL half; fix stale simulation comments; gofmt (psmobile#3574)
psmobile	75fb0b32b832	2026-08-08	other: product/behavior	2	79	Remove counts from Play vs AI loading cards (#3578)
psmobile	e043ac3b0d6e	2026-08-08	abstraction/wrapper/controller	0	4	chore(deploy): drop deleted streak_extension script from the backend image (psmobile#3574)
psmobile	b5bafe0177af	2026-08-08	other: docs/plans	16	1	docs+telemetry(subscription): stamp the known upstream RevenueCat defects onto every Sentry surface and code site (known_issue context, upstream issue/PR pointers, retirement criteria) (#3571, #3572)
psmobile	04becb9a3a74	2026-08-08	fallback/compat path	26	1	docs(subscription): mark the stall-Retry chain as an upstream workaround with RevenueCat issue/PR pointers and retirement criteria (#3571, #3572)
psmobile	6c89a6f592da	2026-08-09	fallback/compat path	2673	4242	fix(streak): remove users-row mutex behind OpenPuzzle 40001s (#3595)
psmobile	25069fc03f37	2026-08-09	other: dead/stale/unused code	35	1548	Delete redundant row locks and dead lock-bearing queries (pure subtraction) (#3709)
psmobile	b1775f72ff34	2026-08-09	extra state	3	1479	chore(database): delete dead play poker queue and finalize attempt queries
psmobile	871462ce8891	2026-08-09	proof ceremony	8	1357	chore(parity): remove the RN to Flutter screenshot comparison grid (#3613)
psmobile	5acb3b677ae3	2026-08-09	other: dead/stale/unused code	10	2062	Delete the Weekly Investor Update board (unused)
psmobile	490e90fa6673	2026-08-09	other: product/behavior	0	402	chore: delete BoundedLoading and PsBusyModalContent, the last two waiting philosophies
psmobile	5a4738fe5957	2026-08-09	extra state	150	207	fix(backend): stop persisting energy restoration on sync
psmobile	432477df30c4	2026-08-09	proof ceremony	2	49	fix(content): remove duplicate manifest cache getter
psmobile	54ffbf96f861	2026-08-09	other: dead/stale/unused code	0	38	chore(backend): delete the dead ConsumeEnergy sqlc query
psmobile	241c8c9f9807	2026-08-09	other: product/behavior	50	72	fix(playtimeline): delete finalized live timeline rows parent-first
psmobile	b65850aed813	2026-08-09	other: product/behavior	7	18	fix: remove puzzle collection Plus badges (#3689)
psmobile	05d5b3dd647a	2026-08-09	test sprawl	7	16	test/fix(scheduler): drop undemonstrated test mutexes; drain 429 bodies for keep-alive (#3750 review)
psmobile	74d1378e803e	2026-08-09	other: product/behavior	16	16	fix(lessons): drop redundant review status preservation pre-read
psmobile	ca94c63cc9b6	2026-08-09	proof ceremony	7	3	fix(content): drop redundant FOR UPDATE on server manifest cache read
psmobile	5c8d47bb8724	2026-08-09	extra state	8	4	fix(playtimeline): drop redundant inner FOR UPDATE on timeline child reads
psmobile	158c8f0f58cf	2026-08-09	other: product/behavior	61	15	fix: keep purchase_outcome_kind in its enum, guard the disposed ref, drop the blame claim
psmobile	7d86e59b3255	2026-08-09	test sprawl	115	28	fix(telemetry): delete four dead procedure names and pin the whitelist to generated specs (#3586)
psmobile	8b67effbf3c2	2026-08-09	other: product/behavior	179	38	fix(entitlement): read cancel_reason and retire the REFUND event RevenueCat never sends (#3676) (#3678)
psmobile	d9409340443d	2026-08-09	other: product/behavior	179	38	fix(entitlement): read cancel_reason and retire the REFUND event RevenueCat never sends (#3676)
psmobile	d486b30f0eab	2026-08-09	extra state	458	95	refactor(auth): move logout onto the machine and delete its latches
psmobile	5206f6dc3680	2026-08-09	retry/repair machinery	1055	87	fix(truth): stop recording auth, transport, energy and push failures as normal outcomes (#3582 #3583 #3585 #3586 #3587 #3589 #3590)
psmobile	66220023acd0	2026-08-10	other: dead/stale/unused code	1135	1371	fix(data): decouple money-path event liveness from the census and delete the dead commit-coverage checker (#3716)
psmobile	96e1cf2be938	2026-08-10	other: product/behavior	7	105	Remove inappropriate Play vs AI loading cards (#3780)
psmobile	d4b570216bec	2026-08-10	other: dead/stale/unused code	1376	1371	fix(data): money-path blackout detection is alive again: decouple event_liveness from the census, delete the dead commit-coverage checker, add money-tier watchdog escalation (#3756)
psmobile	da51ff0f91c6	2026-08-10	other: docs/plans	100	54	fix(telemetry): review repair for #3696: preflight catalog snapshot, drain-failure proof, cruft notes
psmobile	a2f55f26bdc9	2026-08-10	proof ceremony	631	517	refactor(metagate): move the gate run onto the machine and delete its latches
psmobile	05c71558eae4	2026-08-10	other: product/behavior	165	31	Wire the onboarding paywall to the machine and delete its second verdict
psmobile	b06d19323806	2026-08-10	other: product/behavior	344	34	Wire the billing paywall to the machine and delete its second verdict
psmobile	38befc8851ba	2026-08-10	proof ceremony	1019	44	fix(monetization): attempt-bound checkout ownership; a live charged attempt's evidence can no longer be seized or consumed by a retry (#3538)
psmobile	6445a4aa57cf	2026-08-10	retry/repair machinery	2960	148	Stop recording failures and non-events as healthy outcomes (epic #3593: 8 of 11 children) (#3598)
psmobile	5a609657c9b1	2026-08-11	unrequested feature	52	1092	revert(machine): remove speculative liveness and callback guards
psmobile	316d35f3cf84	2026-08-11	retry/repair machinery	191	1107	fix(auth): simplify post-auth handoff recovery
psmobile	78720b07c0c2	2026-08-11	fallback/compat path	1	8	Drop the duplicate waitSurface assert and the dead harness field
psmobile	9e7764ef9e41	2026-08-11	fallback/compat path	0	4	Remove duplicate stable ID snapshot export
psmobile	b787c8020026	2026-08-11	abstraction/wrapper/controller	7	15	Trim the waits review-policy subsection to fit the PR-Agent render cap
psmobile	b6b32224c567	2026-08-12	other: product/behavior	576	4779	refactor: simplify paywall readiness owner
psmobile	8ccbd573ae47	2026-08-12	other: product/behavior	311	3128	fix(auth): simplify post-auth handoff owner
psmobile	fdc35b49c310	2026-08-12	retry/repair machinery	571	2379	fix(telemetry): simplify durable queue recovery
psmobile	7abfac1d9272	2026-08-12	proof ceremony	376	1713	fix(metagate): collapse duplicate lifecycle proof
psmobile	3d5dec5cc4d2	2026-08-12	other: revert	44	1162	Revert "Attempt-bound checkout ownership" (#3774): merged without authorization (#3930)
psmobile	9cbea2fefd6f	2026-08-12	retry/repair machinery	44	1162	Revert "Attempt-bound checkout ownership: a live charged purchase can no longer be destroyed by a retry (#3538) (#3774)"
psmobile	b6460dc9f2f4	2026-08-12	unrequested feature	261	719	fix(subscriptions): simplify #3538 checkout ownership kernel
psmobile	a7fafe542afc	2026-08-12	retry/repair machinery	98	382	refactor(payments): delete restore pending retry path
psmobile	439d7d6cdcde	2026-08-12	proof ceremony	94	284	fix(lessons): remove speculative energy gate UX
psmobile	4ff8cffa516a	2026-08-12	retry/repair machinery	58	213	fix(lessons): drop present-failed overlay
psmobile	bb3feb7abca7	2026-08-12	test sprawl	69	610	ci: remove macOS test runners
psmobile	dc6b38a355bb	2026-08-12	proof ceremony	23	23	fix(lessons): restore spend-gate owe and drop stock overlay buttons
psmobile	3b0719f479ca	2026-08-12	fallback/compat path	8	23	The tester guide stops sending testers at a wait that no longer exists
psmobile	7ccb2b6dc115	2026-08-12	retry/repair machinery	2	2	docs(qa): retire restore retry claims
psmobile	70d1dae0394a	2026-08-12	other: product/behavior	54	16	fix(metagate): retire unowned applied routes
psmobile	447c119478dd	2026-08-12	retry/repair machinery	1162	44	Attempt-bound checkout ownership: a live charged purchase can no longer be destroyed by a retry (#3538) (#3774)
psmobile	cacdbab6cafc	2026-08-12	proof ceremony	2889	683	MetaGate gate run on the state-machine core: a stranded gate no longer kills app-wide navigation (#3700) (#3823)
psmobile	a605c1a72c80	2026-08-13	retry/repair machinery	196	495	fix(subscription): simplify paywall account recovery
psmobile	73329e5f63c7	2026-08-13	other: revert	1	0	Revert "fix(playvsai): restore calibrated judge prompt"
psmobile	b96c4baa9644	2026-08-14	other: product/behavior	5	138	Remove the Run It Back practice badge
psmobile	958b37870f2e	2026-08-14	test sprawl	3	16	test(play-vs-ai): drop the stale spot-facts expanded catalog entry
psmobile	5ee0ea4ad9d1	2026-08-14	diagnostics residue	0	10	revert(play-vs-ai): drop the report-submission debugPrint
psmobile	8c860dd18313	2026-08-16	abstraction/wrapper/controller	17	35328	Delete retired Patrol automation islands
psmobile	61cc2a662908	2026-08-17	other: product/behavior	24	220	M8d: remove notReady client machinery (D6 = non-settling NotFound)
psmobile	9568110800c5	2026-08-17	other: product/behavior	7	71	M7b: delete write-only feedback copy field
psmobile	00473dcedd86	2026-08-17	other: product/behavior	42	82	Retire the two-puzzle onboarding experiment
psmobile	43b5b868cff5	2026-08-17	other: product/behavior	1	6	Remove remaining Flutter Driver bootstrap owner
psmobile	3bd359a522a3	2026-08-17	flags/knobs/env	15	21	M5c: remove unproducible NOT_READY disposition (tag reserved)
psmobile	3135a85502e9	2026-08-17	outside-task change	0	2	Drop the local formatter's blank lines in lesson.connect.client.dart
psmobile	e157cf938e7d	2026-08-17	diagnostics residue	25	13	fix(telemetry): remove transient auth destination
psmobile	70b7e017788a	2026-08-17	other: product/behavior	783	650	M4: async kickoff, delete the synchronous attach, 15s budget (atomic)
psmobile	239ef760deb6	2026-08-17	diagnostics residue	142	2	fix(telemetry): remove remaining auth destinations
psmobile	8a01e2332e46	2026-08-18	other: docs/plans	0	255	docs: remove retired capture skill contract
psmobile	d1941a79b108	2026-08-18	proof ceremony	98	16	playvsai: retire the one-bot gate on the result screen's Run It Back
psmobile	e94750c2c0e6	2026-08-18	fallback/compat path	373	160	playvsai: resolve the thinking seat from the wire, delete the derivation
psmobile	e3ada1035737	2026-08-19	other: product/behavior	1	15	chore(outro): delete the last limb of the canned tier
psmobile	f4df313d9e02	2026-08-19	diagnostics residue	2	8	fix(telemetry): remove dead inline lifecycle wrapper
psmobile	8a3f22b5cbab	2026-08-19	proof ceremony	0	5	playvsai: drop the golden exclusion the strip left serving nothing
psmobile	7a05a3eb3feb	2026-08-19	extra state	1606	1310	feat(retention-anatomy): segment-first warehouse; delete flat matrix (redo R1)
psmobile	4f10ade81bc2	2026-08-20	other: product/behavior	86	1720	refactor(account): cut lifecycle stack to authorized scope
psmobile	79d6bd2d3f62	2026-08-20	fallback/compat path	177	900	refactor: simplify cancellation callback bridge
psmobile	b37a9d3a7c33	2026-08-20	test sprawl	45	613	test(ftl): retire stale payment edge flow
psmobile	ad52a5beb958	2026-08-20	proof ceremony	195	523	ci: simplify user-facing gate to one approval label
psmobile	df9aac876908	2026-08-20	other: product/behavior	0	1	chore(k1): drop four files that were never meant to ship
psmobile	ab699f39a20d	2026-08-20	other: docs/plans	1	1	SEM-M2-01: remove the lifecycle contradiction in the BRANCH.md ratification entry
psmobile	b546710f7a46	2026-08-20	abstraction/wrapper/controller	9	6	refactor(play): simplify shared refresh-loop cleanup
psmobile	55445e2668d9	2026-08-21	outside-task change	111	605	revert(playtimeline): remove unrelated resume behavior
psmobile	95b0116f1bd0	2026-08-21	other: revert	79	170	Revert "feat(playtimeline): vary the sanctioned mistake-callback sentence (#4259)"
psmobile	998c60999302	2026-08-21	flags/knobs/env	0	1	chore(g6): drop the tracked node_modules symlink that points at one machine
psmobile	c780f7a1dbf9	2026-08-21	other: docs/plans	12	17	docs(ci): remove duplicate shard catalog
psmobile	3183134c81eb	2026-08-22	proof ceremony	2	31	coachlens: delete the pool hash
psmobile	8263a2d4281a	2026-08-22	other: product/behavior	32	54	fix(play-vs-ai): remove expiry row claim
psmobile	b3a0a1cd2b93	2026-08-22	other: dead/stale/unused code	5	0	playtimeline: retire the fold branch of the pre-action prompt path
psmobile	ed7240778e7b	2026-08-23	test sprawl	615	1078	Revert "Merge pull request #4378 from funcountry/fix/4249-retired-ftl-tests-20260820"
psmobile	7412a8724e25	2026-08-24	retry/repair machinery	65	1446	Revert Android already-owned checkout recovery (#4415)
psmobile	5f4c479e046d	2026-08-24	retry/repair machinery	65	1446	Revert "fix(subscription): recover Android already-owned checkout (#4411)"
psmobile	6650a718d944	2026-08-24	proof ceremony	99	754	Revert "fix(entitlement): preflight the full cutover census (#4410)"
psmobile	8f5c49af446b	2026-08-24	fallback/compat path	43	127	refactor(energy): remove raw first-touch side door
psmobile	3e3265428710	2026-08-24	test sprawl	15	16	Revert "test(ftl): reproduce #4188 on current executor"
psmobile	738fa797e2ea	2026-08-24	other: docs/plans	0	57	docs: remove conductor log
psmobile	cc3c0d01e520	2026-08-24	retry/repair machinery	253	72	fix(subscriptions): retire dismissed recovery attempts
psmobile	041a8842f8c4	2026-08-24	test sprawl	329	106	test(coachcopy): replace the parity harness with hand-built facts tests
psmobile	c9b41f26da56	2026-08-25	abstraction/wrapper/controller	94	1836	coachcopy(eval): trim the retired generation lane out of the harness
psmobile	b15fa709727c	2026-08-25	proof ceremony	162	1181	coachcopy: delete the post-action model path
psmobile	d74ba4250ead	2026-08-25	fallback/compat path	55	169	coachcopy: drop the anti-repeat read M3 cannot use
psmobile	35cba9d0e705	2026-08-25	test sprawl	1	9	test(entitlement): remove stale admission assertions
psmobile	a52ecccd163c	2026-08-26	other: product/behavior	656	4043	chore(coach-copy): delete the provider era; the pools are the whole copy path
psmobile	e46fe469e49b	2026-08-26	test sprawl	56	11543	chore(eval): retire the outro eval stack; the corpus lives on as a Go fixture
psmobile	d80fea806c40	2026-08-26	retry/repair machinery	615	290	fix(outro): repair the ahead/behind comparator (Variant B) and delete the dead loss_standard branch
psmobile	41bb005d2eac	2026-08-26	proof ceremony	0	2	ci: remove parity benchmark marker
psmobile	28af38f4de89	2026-08-26	extra state	0	2	ci: remove paired feedback benchmark marker
psmobile	b9c5eb58a4cf	2026-08-26	extra state	0	2	ci: remove native feedback timing marker
psmobile	ccdaa309f903	2026-08-26	extra state	0	2	ci: remove PR timing marker
psmobile	468296c63076	2026-08-26	diagnostics residue	60	35	coachcopy: retired-phase ownership precedes expiry, and its rows never log a provider
psmobile	a40949837168	2026-08-28	other: product/behavior	497	352	ci: cut main compute over to Buildkite
psmobile	932681015f27	2026-08-29	retry/repair machinery	116	492	refactor: simplify RevenueCat retry ingress
psmobile	e8958d1d16ba	2026-08-29	other: docs/plans	2	3	docs: remove stale Patrol quarantine wording
psmobile	c1ed509f6e8c	2026-08-30	test sprawl	14535	304273	test: remove and shrink redundant Flutter test coverage (#4698)
psmobile	e8f65000e4ed	2026-08-30	other: product/behavior	2504	4826	Remove Pledge end to end
psmobile	0a8fd02779cd	2026-08-30	test sprawl	1	19	ci: remove stale Flutter test memberships
psmobile	0e404f1f1327	2026-08-31	test sprawl	46	2333	test: cut the slow real-asset corpus
psmobile	85faa340de6c	2026-08-31	test sprawl	0	258	test: remove retired Flutter shard membership
psmobile	d0c5c524720a	2026-08-31	other: docs/plans	0	518	docs: remove superseded Play a Friend milestone contract
psmobile	ff6881cf6382	2026-09-01	proof ceremony	7	16	backend: drop the benchmark artifact checksum pin
psmobile	82fb92355235	2026-09-01	other: docs/plans	3	4	plan: remove the last two checksum leftovers
psmobile	be8de8be766c	2026-09-01	diagnostics residue	2835	1563	feat(telemetry): cut lesson and puzzle producers over to learning_* and onboarding_* families
psmobile	ade04ae74523	2026-09-02	extra state	454	483	fix(backend): persist the latest issued POC connection ID on the roster row and delete the HMAC token layer
psmobile	f5678250ab53	2026-09-03	test sprawl	455	2786	test(play-vs-ai): simplify exact-action fast path
psmobile	92afc0fce398	2026-09-04	fallback/compat path	1906	9050	Prove production human matchmaking and remove the human POC path
psmobile	aeec61070715	2026-09-04	proof ceremony	52	285	Drop the cross-clock gate from the ChatGPT Ads pilot
psmobile	56e02ee31934	2026-09-04	proof ceremony	15	50	Remove advisory locking from submit recovery proof
psmobile	7ecd4d995cb0	2026-09-04	test sprawl	20	21	test(puzzles): drop the shared mutex from the barrier provider fake
psmobile	0af6273351dc	2026-09-04	extra state	0	0	Remove generated Kotlin session marker
psmobile	3b18b2dace0e	2026-09-04	other: docs/plans	61	54	docs(data): retire the openai_ads dark-state prose the flip made false
psmobile	e43724a25bfb	2026-09-04	other: product/behavior	103	3	Retire cancellation feedback when its route is covered
psmobile	3b69e97d8483	2026-09-05	other: revert	234	1962	Revert "Merge refreshed checkout stack parent #5001"
psmobile	71bc6939fc12	2026-09-05	other: revert	830	1707	Revert "Merge refreshed checkout stack parent #5012"
psmobile	4db182babe16	2026-09-05	other: revert	89	457	Revert "Merge refreshed checkout stack parent #5004"
psmobile	1acc85298a04	2026-09-05	other: revert	82	318	Revert "Merge refreshed checkout stack parent #5013"
psmobile	65c919722f60	2026-09-05	diagnostics residue	0	17	Remove temporary Clerk diagnostics after full Money pass
psmobile	6acd0f6ce22f	2026-09-05	other: dead/stale/unused code	326	127	fix(play): retire exited lobby intent and stale Hub refreshes
psmobile	9a278688f8f6	2026-09-05	other: product/behavior	715	180	fix(auth): retire signed-out onboarding launch callbacks safely
psmobile	0b9edb3ad0b1	2026-09-05	other: product/behavior	652	6	fix(pvp): retire search work when its route leaves
psmobile	70c8354412dc	2026-09-06	other: product/behavior	2184	9413	Replace retired human POC with public multiplayer proof (#5003)
psmobile	a30e3993c48b	2026-09-06	test sprawl	0	5	test(backend): simplify hand semantics Sentry transport
psmobile	8b80d75e037c	2026-09-06	retry/repair machinery	529	20	fix(puzzles): retire failed recovery scopes at their owners
psmobile	8626a3c07a8a	2026-09-07	abstraction/wrapper/controller	1030	7056	refactor(tableruntime): remove game-side controller paths
psmobile	e9944e870a26	2026-09-07	retry/repair machinery	737	3398	fix(auth): simplify OAuth to request repairs and diagnostics
psmobile	0422360e2234	2026-09-08	retry/repair machinery	359	778	refactor(pvp): remove dead recovery and centralize fixed offers
psmobile	47fe87d2fdf7	2026-09-08	test sprawl	73	422	test(pvp): remove deferred synthetic SNG modes
psmobile	a1f3a28e6aee	2026-09-08	extra state	49	374	refactor(audio): remove unnecessary state machines
psmobile	df15643b1e04	2026-09-08	diagnostics residue	121	362	fix(telemetry): remove provider diagnostic censorship
psmobile	8dc71056865b	2026-09-08	other: product/behavior	85	102	Remove forced Play vs AI entry delay
psmobile	554022f85fb4	2026-09-08	test sprawl	0	1	test(patrol): remove merged restore import
psmobile	c54e10784bfe	2026-09-08	test sprawl	236	179	test(pvp): run the shared bot validator and retire cutover waivers
psmobile	a58dfd265fb8	2026-09-08	other: product/behavior	939	76	fix(streak): retire logout reads with their identity (#5322)
psmobile	195e862b6e2d	2026-09-09	proof ceremony	54	178	fix: remove AppsFlyer PII clearing
psmobile	f1779cfead22	2026-09-09	test sprawl	0	28	test(runtime): remove completed provider diagnostic
psmobile	42b77e3e0802	2026-09-09	test sprawl	0	3	test: remove obsolete RevenueCat sync harness override
psmobile	3a8e804ddd3f	2026-09-09	test sprawl	1	1	test: trim padded AppsFlyer UID in composition
psmobile	a8a5df1137e8	2026-09-10	other: product/behavior	62	48	Remove remaining web font and subset theme duplicates
psmobile	67b46471db7f	2026-09-10	other: dead/stale/unused code	2	5	fix(android): remove obsolete AppsFlyer install receiver
psmobile	65dbdd641429	2026-09-10	diagnostics residue	76	22	fix(telemetry): drop stale AppsFlyer owner rows
psmobile	2537cffd9117	2026-09-11	other: product/behavior	5	21	fix(home): remove unavailable section copy
psmobile	aa8a3d048253	2026-09-11	other: dead/stale/unused code	41	0	fix(flutter): retire stale puzzle skills reads
psmobile	49460b9f1c9c	2026-09-12	other: product/behavior	248	546	refactor(missions): remove comparison policy
psmobile	d7f5a65934d4	2026-09-12	other: dead/stale/unused code	0	11	chore(backend): remove dead classifier remnants
psmobile	937e3c002bf9	2026-09-12	test sprawl	8	7	test(subscriptions): clean up checkout regression diagnostics
psmobile	ed25e4446cfd	2026-09-12	other: docs/plans	98	13	fix(onboarding): retire reports before advancing
psmobile	1bff0d7cc540	2026-09-12	abstraction/wrapper/controller	390	46	fix(puzzles): retire result reports with runner scope
psmobile	abdfc7450d23	2026-09-12	proof ceremony	7363	2961	Remove unsupported attribution gates and centralize provider telemetry
psmobile	256c138afb5d	2026-09-13	other: dead/stale/unused code	76	5989	refactor(puzzles): remove obsolete outro composition
psmobile	6d056235a5ff	2026-09-13	fallback/compat path	339	5959	refactor(home): remove client evaluator transport
psmobile	504709b42e21	2026-09-13	other: product/behavior	48	5040	fix(home): remove retired evaluator and surface refresh failures
psmobile	a7107450e81c	2026-09-13	other: product/behavior	1	1623	refactor(home): remove remaining client configuration hooks
psmobile	1162249627a4	2026-09-13	other: revert	6	135	Revert "fix(subscription): remove unsupported ad claims"
psmobile	8c9bcaa91135	2026-09-13	other: docs/plans	103	407	fix(home): remove retained plan response and repair fixtures
psmobile	2b21a287efa8	2026-09-13	test sprawl	15	67	chore(home): remove obsolete transport fixture
psmobile	b452c5a8543c	2026-09-13	other: dead/stale/unused code	0	33	fix(subscription): retire obsolete reminder timeline copy
psmobile	143bebec13a0	2026-09-13	extra state	2	24	refactor(puzzles): remove obsolete outro state
psmobile	02b4bfa72454	2026-09-13	other: dead/stale/unused code	1	12	refactor(puzzles): remove obsolete report share plumbing
psmobile	9d9994b5b71d	2026-09-13	test sprawl	5	16	fix(flutter): trim dynamic mission fixtures
psmobile	07b7d19a186a	2026-09-13	test sprawl	0	1	fix(home): remove retired wasm fixture asset
psmobile	b167187ad054	2026-09-13	other: docs/plans	8	116	docs(home): retire obsolete policy proof note
psmobile	6316c76b38ca	2026-09-13	test sprawl	61	31	test(home): remove stale Patrol exclusions
psmobile	a878508e611b	2026-09-13	extra state	91	12	fix(flutter): retire stale SNG coaching state
psmobile	3498194a25f0	2026-09-13	other: product/behavior	101	1	Retire SNG coaching when the presented hand advances
psmobile	45e3346317bb	2026-09-13	other: product/behavior	135	6	fix(subscription): remove unsupported ad claims
psmobile	60670fee9e45	2026-09-13	other: product/behavior	447	28	fix(flutter): retire Journey callbacks and normalize effect failures
psmobile	2c9762165903	2026-09-14	flags/knobs/env	377	1696	fix(missions): remove player preference settings
psmobile	cb7b5163f2e3	2026-09-14	other: dead/stale/unused code	260	1173	fix(missions): remove unused preference and mute machinery
psmobile	940e49ef9445	2026-09-14	other: product/behavior	164	330	refactor(paywall): retire pricing clarity experiment (#5810)
psmobile	859dc7f8e064	2026-09-14	other: dead/stale/unused code	0	33	refactor(subscription): remove orphaned reminder copy
psmobile	7fde6113ffd0	2026-09-14	test sprawl	19	12	test(home): remove premature async readiness checks
psmobile	363040fb4bd5	2026-09-14	test sprawl	21	5	fix(home): align test consumers and retire disposed Puzzle work
